"","state","county_name","county_crime_2016","inactivity_2016","median_house_income_2016","pop_2016","rural_2016","rec_resource_2016","county_crime_2018","inactivity_2018","median_house_income_2018","pop_2018","rural_2018","rec_resource_2018","county_crime_2020","inactivity_2020","median_house_income_2020","pop_2020","rural_2020","rec_resource_2020"
"847","IA","Greene County",42.767026622,0.3,49125,9200,0.5816195373,0.4229862896,36.29895822,0.304,48769,9011,0.5816195373,0.6890531277,76.838638858,0.343,51861,8981,0.5816195373,0.6890531277
"848","IA","Grundy County",56.032872619,0.273,61215,12375,1,0.7471292058,85.804687081,0.264,64146,12313,1,0.7905725528,97.09916252,0.24,65060,12304,1,0.7153296394
"849","IA","Guthrie County",50.104764508,0.306,49507,10722,1,0.1763739273,58.75440658,0.307,55531,10625,1,0.7375387986,32.939626371,0.365,60306,10720,1,0.7424685047
"850","IA","Hamilton County",280.69578531,0.275,53691,15117,0.5048172016,0.7093090027,288.20941773,0.251,58920,15076,0.5048172016,0.8443182543,210.92874563,0.246,56738,14952,0.5048172016,0.8485293179
"851","IA","Hancock County",91.130012151,0.261,57682,11027,0.700202804,0.5949210828,98.603975297,0.273,57222,10835,0.700202804,0.7519619081,117.49819234,0.231,60859,10712,0.700202804,0.7569879199
"852","IA","Hardin County",119.64902951,0.275,53277,17311,0.7108474963,0.74124558,139.36015511,0.193,50616,17226,0.7108474963,0.8293030683,106.08424337,0.242,55303,16868,0.7108474963,0.8538838827
"853","IA","Harrison County",78.090138331,0.283,52824,14324,0.8111602358,0.4890139335,37.635144382,0.238,55325,14149,0.8111602358,0.4644962487,31.627776216,0.249,60044,14134,0.8111602358,0.5103161844
"854","IA","Henry County",248.91892874,0.279,50347,20217,0.5713080169,0.7109952842,265.94301221,0.24,50684,19773,0.5713080169,0.7996525192,224.70735786,0.292,55856,20067,0.5713080169,0.8033258873
"855","IA","Howard County",72.957198444,0.287,49837,9449,0.6299393686,0.7084465816,83.536373129,0.304,49916,9332,0.6299393686,0.7986619277,63.485345466,0.245,53500,9187,0.6299393686,0.8111018189
"856","IA","Humboldt County",20.324514752,0.271,49696,9640,0.4658176261,0.6163015792,71.797326404,0.304,54315,9487,0.4658176261,0.5994905756,57.378331855,0.22,60166,9547,0.4658176261,0.7193071829
"857","IA","Ida County",60.952738185,0.293,53905,7042,1,0.6363379884,116.68611435,0.268,53300,6985,1,0.7645648187,162.17740798,0.303,60312,6841,1,0.7805050078
"858","IA","Iowa County",140.3037882,0.228,58234,16375,0.8218281871,0.5654539896,110.35271999,0.245,57771,16311,0.8218281871,0.7639254051,103.80411553,0.2,64188,16141,0.8218281871,0.7643534087
"859","IA","Jackson County",NA,0.27,50299,19482,0.5326985087,0.6595122934,61.330880098,0.313,49769,19472,0.5326985087,0.72143289,82.253752827,0.356,54663,19432,0.5326985087,0.747783152
"860","IA","Jasper County",143.80550983,0.304,52750,36872,0.5750773574,0.757695022,191.84259815,0.274,53829,36708,0.5750773574,0.8078823082,253.25418006,0.246,60378,37147,0.5750773574,0.7846750991
"861","IA","Jefferson County",110.55395428,0.228,41094,17325,0.3872825506,0.6204951612,75.008389096,0.228,46617,18090,0.3872825506,0.6491717628,83.994670683,0.154,46715,18381,0.3872825506,0.6658552514
"862","IA","Johnson County",235.85679906,0.162,59946,142287,0.1853654437,0.8967848902,267.08988155,0.177,58904,146547,0.1853654437,0.9084060451,270.93972025,0.168,64387,151260,0.1853654437,0.9321220641
"863","IA","Jones County",31.413106515,0.239,51558,20454,0.5795619731,0.5712762865,NA,0.253,55210,20439,0.5795619731,0.7994960752,NA,0.293,55405,20744,0.5795619731,0.7410117259
"864","IA","Keokuk County",113.57183419,0.299,48316,10231,1,0.2328037294,118.04474969,0.265,49898,10119,1,0.5602701931,136.19524951,0.268,52122,10225,1,0.5538959186
"865","IA","Kossuth County",113.67779851,0.27,52967,15222,0.6564369813,0.5755645628,128.01874715,0.257,55129,15114,0.6564369813,0.6451135559,158.03509696,0.265,55486,14908,0.6564369813,0.6410602844
"866","IA","Lee County",523.81792683,0.283,44719,35286,0.4061680888,0.7329485249,498.57616358,0.296,49654,34615,0.4061680888,0.7378562266,480.21078279,0.303,48241,34055,0.4061680888,0.7504043277
"867","IA","Linn County",211.66823081,0.224,62700,217751,0.1274795716,0.8746035053,214.01769726,0.236,64625,221661,0.1274795716,0.9118527075,225.77117601,0.225,64878,225909,0.1274795716,0.9179693788
"868","IA","Louisa County",105.11869653,0.29,50924,11161,1,0.467199438,100.0706381,0.289,52271,11142,1,0.6113989637,156.14543832,0.312,49585,11169,1,0.6749802406
"869","IA","Lucas County",254.45292621,0.304,42582,8701,0.5624859519,0.6060912565,246.6980416,0.296,55871,8647,0.5624859519,0.7272420769,184.40615456,0.296,49956,8645,0.5624859519,0.7293773882
"870","IA","Lyon County",238.54961832,0.269,61750,11683,1,0.3628356791,192.47530506,0.325,62496,11754,1,0.6897504533,133.83681468,0.273,69048,11811,1,0.6804248338
"871","IA","Madison County",57.1029757,0.262,62230,15609,0.6783595893,0.5209515913,122.26118851,0.276,64776,15848,0.6783595893,0.3814656547,112.38119702,0.255,74794,16249,0.6783595893,0.6656036737
"872","IA","Mahaska County",240.64707324,0.259,48584,22370,0.439479916,0.65957732,249.24336835,0.275,51839,22181,0.439479916,0.7998302131,268.20437173,0.269,56492,22000,0.439479916,0.7936642688
"873","IA","Marion County",214.97010892,0.228,57046,33365,0.4868954337,0.7152121048,254.86561631,0.256,61098,33189,0.4868954337,0.8615089015,273.7552073,0.255,63491,33407,0.4868954337,0.861689033
"874","IA","Marshall County",353.85819581,0.268,50244,40866,0.3392540838,0.7086203503,407.08093775,0.283,53645,40312,0.3392540838,0.8070999803,452.05747239,0.266,59552,39981,0.3392540838,0.8141851998
"875","IA","Mills County",291.73204853,0.306,59399,14831,0.5957234876,0.5297164486,315.1753582,0.286,75550,14972,0.5957234876,0.6010359254,286.57159233,0.298,64271,15063,0.5957234876,0.5972508135
"876","IA","Mitchell County",66.209818916,0.245,52616,10779,0.671956199,0.6683370453,51.917485809,0.232,55129,10763,0.671956199,0.7079621381,73.561865529,0.196,59558,10569,0.671956199,0.703043801
"877","IA","Monona County",15.931177314,0.285,43178,8996,0.711998269,0.3892675538,153.66041049,0.308,47371,8898,0.711998269,0.7915179054,142.70032931,0.308,50530,8679,0.711998269,0.6878719031
"878","IA","Monroe County",141.26054261,0.315,44705,8001,0.5516938519,0.6781681305,127.90889586,0.295,49402,7870,0.5516938519,0.7204516939,81.28048018,0.264,56541,7790,0.5516938519,0.7185696361
"879","IA","Montgomery County",197.39897817,0.301,42046,10421,0.4788640596,0.7672253259,273.75485694,0.317,47197,10225,0.4788640596,0.8148044693,424.04129794,0.24,49966,10003,0.4788640596,0.8213221601
"880","IA","Muscatine County",430.47515443,0.267,54441,42903,0.2555152649,0.6588606855,428.02642598,0.234,57583,42940,0.2555152649,0.8255468476,429.36433134,0.259,58465,42929,0.2555152649,0.8067844192
"881","IA","O'Brien County",81.138724036,0.22,55968,14056,0.6627309349,0.7442005834,160.43033077,0.222,50607,14020,0.6627309349,0.8101819697,218.90475849,0.267,53147,13840,0.6627309349,0.8090012502
"882","IA","Osceola County",10.341261634,0.301,51423,6218,0.5837202105,0.3200247601,21.419009371,0.288,55375,6064,0.5837202105,0.6272051996,89.781260202,0.22,60627,6040,0.5837202105,0.6196224079
"883","IA","Page County",122.07719035,0.28,46927,15496,0.3335425559,0.7704619633,235.92424919,0.252,49507,15391,0.3335425559,0.8232488074,265.85397484,0.271,54313,15249,0.3335425559,0.8068666834
"884","IA","Palo Alto County",169.33008784,0.281,50600,9099,0.6149028766,0.5645897463,226.06573848,0.26,50642,9047,0.6149028766,0.817853731,290.90509907,0.267,55322,8929,0.6149028766,0.8161553975
"885","IA","Plymouth County",81.229359753,0.249,62745,24874,0.6293924598,0.7469382854,96.065324421,0.259,66070,25200,0.6293924598,0.7572640679,102.54966621,0.287,66360,25095,0.6293924598,0.7563435524
"886","IA","Pocahontas County",123.47937437,0.312,49625,7138,1,0.6674418605,102.45901639,0.275,51260,6886,1,0.7103967168,113.62829345,0.289,55865,6740,1,0.7149110807
"887","IA","Polk County",330.0233757,0.215,61028,459862,0.0490874048,0.9166960803,325.92658662,0.21,64169,474045,0.0490874048,0.9085756084,391.85600472,0.195,68479,487204,0.0490874048,0.9349363738
"888","IA","Pottawattamie County",789.85339437,0.299,51947,93128,0.2641963116,0.8293651646,693.45101854,0.258,55442,93582,0.2641963116,0.8147126387,372.99214838,0.258,56337,93533,0.2641963116,0.8559866034
"889","IA","Poweshiek County",142.59559186,0.232,52791,18668,0.5199323253,0.5995558845,211.83423526,0.253,52408,18533,0.5199323253,0.800359522,199.29975761,0.237,56170,18699,0.5199323253,0.7415142223
"890","IA","Ringgold County",NA,0.3,42854,5051,1,0.4305203664,39.350713232,0.312,47638,5068,1,0.6359384136,59.31198102,0.263,48754,4968,1,0.6180081855
"891","IA","Sac County",82.400271436,0.257,49513,10035,1,0.7344927536,99.101012246,0.287,54660,9876,1,0.7902415459,50.462573591,0.262,56698,9719,1,0.7941062802
"892","IA","Scott County",492.62170182,0.23,54959,171387,0.1351074904,0.8821055053,469.00875325,0.239,56208,172474,0.1351074904,0.9527853096,494.45160689,0.245,59865,173283,0.1351074904,0.9285454898
"893","IA","Shelby County",14.210601108,0.325,55637,11948,0.5944768636,0.6043396071,14.259232853,0.267,59121,11800,0.5944768636,0.6606394345,NA,0.254,58862,11578,0.5944768636,0.6220103559
"894","IA","Sioux County",111.02254612,0.252,60205,34681,0.5082482791,0.6809874199,97.255697915,0.223,66605,34898,0.5082482791,0.8206444339,42.700979276,0.189,70162,34909,0.5082482791,0.8251246143
"895","IA","Story County",241.13012123,0.195,52128,94073,0.1693506958,0.9028612271,143.28837263,0.197,55561,97090,0.1693506958,0.9095843291,142.44853199,0.172,57464,98105,0.1693506958,0.931361819
"896","IA","Tama County",272.64397613,0.332,54957,17451,0.7239826645,0.5361062644,433.25209856,0.292,50468,17319,0.7239826645,0.7504362019,322.15688728,0.272,56954,16904,0.7239826645,0.7678842798
"897","IA","Taylor County",10.528532323,0.24,46501,6143,1,0.2591419978,16.078893772,0.233,50695,6216,1,0.646351116,40.61738424,0.262,47781,6191,1,0.6393857844
"898","IA","Union County",183.01901806,0.273,44905,12516,0.3922929631,0.8244774214,130.52764813,0.259,47422,12420,0.3922929631,0.8556725706,219.4119759,0.25,49887,12359,0.3922929631,0.8714696027
"899","IA","Van Buren County",167.26088296,0.3,42555,7468,1,0.3282694848,169.69588711,0.261,44875,7271,1,0.5903566711,115.55978519,0.231,47905,7020,1,0.5927344782
"900","IA","Wapello County",264.49834104,0.315,42414,35212,0.3046736842,0.7381894737,244.52407151,0.315,41312,34982,0.3046736842,0.765754386,315.24687238,0.266,48226,35205,0.3046736842,0.7459929825
"901","IA","Warren County",203.4311092,0.291,67342,47956,0.419556517,0.6994267171,302.51531969,0.234,74031,49691,0.419556517,0.7392752839,337.09026988,0.175,78192,51056,0.419556517,0.7260573283
"902","IA","Washington County",336.07283615,0.269,56243,22070,0.6946185035,0.6702911906,343.30480022,0.238,57315,22281,0.6946185035,0.7646056027,321.61572543,0.214,65849,22141,0.6946185035,0.7831736086
"903","IA","Wayne County",46.941010796,0.262,42006,6395,1,0.3738872404,62.846967634,0.301,41118,6452,1,0.5441199438,117.28829463,0.313,46725,6401,1,0.5452131813
"904","IA","Webster County",371.82871324,0.27,43490,36955,0.3391208271,0.7062320785,465.62756944,0.291,48013,36769,0.3391208271,0.8538657828,469.03170709,0.25,52093,36277,0.3391208271,0.7518743588
"905","IA","Winnebago County",107.29613734,0.306,50703,10559,0.6612368857,0.626725566,72.127446061,0.277,52953,10631,0.6612368857,0.840603718,114.20957457,0.284,54433,10518,0.6612368857,0.8689490153
"906","IA","Winneshiek County",23.686205154,0.205,55984,20768,0.5898081307,0.6699278116,14.231724094,0.225,62115,20561,0.5898081307,0.7592135258,43.243243243,0.274,61807,20029,0.5898081307,0.7754084347
"907","IA","Woodbury County",330.74928684,0.267,45641,102271,0.1745683749,0.9159456603,326.2292898,0.281,51877,102779,0.1745683749,0.943967036,355.14793765,0.264,60059,102539,0.1745683749,0.9449262029
"908","IA","Worth County",65.763514402,0.31,50286,7624,1,0.3227165043,123.67491166,0.325,54628,7572,1,0.6735983153,92.709092113,0.268,58587,7453,1,0.6843906291
"909","IA","Wright County",139.59843175,0.297,50108,12840,0.5679945574,0.7971124046,141.76276546,0.278,47815,12779,0.5679945574,0.8259127674,74.175287917,0.277,54802,12690,0.5679945574,0.7472220122
"910","KS","Kansas",359.73736248,0.2455795852,52392,2904021,0.2580184205,0.7647293242,347.69008288,0.246,54828,2907289,0.2580184205,0.8094183276,364.51333692,0.248,58150,2911505,0.2580184205,0.8012276394
"911","KS","Allen County",294.38869547,0.298,39196,12909,0.5715354125,0.5259142921,217.520781,0.297,41950,12714,0.5715354125,0.7674818637,318.64961461,0.307,44423,12444,0.5715354125,0.7848328472
"912","KS","Anderson County",292.53402298,0.285,45368,7883,0.5882498149,0.5191310787,246.01289447,0.317,49215,7827,0.5882498149,0.5476425574,237.48268355,0.267,50646,7878,0.5882498149,0.5454208837
"913","KS","Atchison County",247.86560176,0.284,44199,16513,0.3415268258,0.6512644765,291.73033797,0.333,49826,16380,0.3415268258,0.7609903096,288.35938686,0.327,49332,16193,0.3415268258,0.7445048452
"914","KS","Barber County",221.22145848,0.277,51676,4897,1,0.5200576013,318.55767927,0.269,47540,4688,1,0.5492696976,296.80365297,0.272,47634,4472,1,0.5492696976
"915","KS","Barton County",410.74400948,0.281,46942,27385,0.3175543832,0.6283153863,385.73736107,0.259,47194,26775,0.3175543832,0.6877935969,363.98049065,0.275,49991,26111,0.3175543832,0.7483197225
"916","KS","Bourbon County",329.64135021,0.279,38430,14772,0.479667831,0.4393330258,530.83073891,0.31,44424,14617,0.479667831,0.5317340012,521.65018752,0.315,41807,14653,0.479667831,0.430765175
"917","KS","Brown County",176.5786128,0.324,45781,9815,0.6843950321,0.4376001603,187.23461166,0.295,43960,9684,0.6843950321,0.4477163462,213.32791548,0.334,47529,9598,0.6843950321,0.5642027244
"918","KS","Butler County",213.02757214,0.263,60123,66227,0.4047358834,0.6838797814,215.20548571,0.266,60836,67025,0.4047358834,0.7098057073,181.7321055,0.271,65953,66765,0.4047358834,0.6789162113
"919","KS","Chase County",94.910428283,0.288,47025,2692,1,0.2093189964,133.23643411,0.294,44940,2669,1,0.6759856631,150.29118918,0.245,50981,2629,1,0.6831541219
"920","KS","Chautauqua County",NA,0.363,39120,3481,1,0.3990188062,NA,0.358,40859,3374,1,0.2752793677,NA,0.308,41129,3309,1,0.1727991278
"921","KS","Cherokee County",279.76029629,0.327,40686,20787,0.4906263019,0.2542239504,295.60047953,0.288,41140,20246,0.4906263019,0.4235059945,318.18181818,0.316,44475,20015,0.4906263019,0.4062398741
"922","KS","Cheyenne County",134.12998415,0.338,41797,2693,1,0.5601614087,109.80966325,0.312,42649,2661,1,0.7043286867,150.54572826,0.276,43274,2660,1,0.7237710932
"923","KS","Clark County",121.24886329,0.278,47650,2144,1,0.4121896163,168.71165644,0.302,51280,2072,1,0.4139954853,187.88163457,0.304,51235,2005,1,0.418510158
"924","KS","Clay County",155.39411833,0.281,53131,8317,0.4953719977,0.5537199766,223.43302889,0.315,50291,8143,0.4953719977,0.6965436438,168.27934371,0.289,52681,7997,0.4953719977,0.7332161687
"925","KS","Cloud County",367.90469516,0.292,42697,9385,0.4398405539,0.5858596454,464.21939723,0.32,42431,9150,0.4398405539,0.6950592678,403.29173252,0.292,44467,8729,0.4398405539,0.6630651421
"926","KS","Coffey County",138.50963631,0.262,55705,8433,0.7089873271,0.4848273457,108.65628396,0.27,57224,8433,0.7089873271,0.5498197884,96.494049534,0.272,58371,8233,0.7089873271,0.5648180444
"927","KS","Comanche County",NA,0.265,45353,1954,1,NA,NA,0.298,44898,1862,1,0.5552617663,NA,0.314,46818,1748,1,0.5552617663
"928","KS","Cowley County",378.73936511,0.304,45180,35963,0.3099887087,0.4979207403,366.08364457,0.274,45907,35753,0.3099887087,0.7571534797,334.57727448,0.281,47864,35218,0.3099887087,0.7048828179
"929","KS","Crawford County",331.56216791,0.269,38491,39290,0.349287065,0.7279092349,319.95222047,0.282,39521,39164,0.349287065,0.785455103,312.70509207,0.276,43852,39019,0.349287065,0.7733684264
"930","KS","Decatur County",167.7852349,0.277,41434,2908,1,NA,0,0.279,41095,2832,1,0.704154002,170.64846416,0.341,44774,2871,1,0.4684228301
"931","KS","Dickinson County",164.47937948,0.296,47493,19394,0.6429077655,0.6266072694,148.76675739,0.305,50268,19064,0.6429077655,0.784043738,152.55332902,0.316,50605,18717,0.6429077655,0.6981877088
"932","KS","Doniphan County",238.23455655,0.286,47599,7874,0.7019509125,0.2658275645,219.87315011,0.335,47320,7664,0.7019509125,0.473001888,109.28961749,0.313,50949,7682,0.7019509125,0.2750157332
"933","KS","Douglas County",387.3008295,0.187,49246,116585,0.1101275874,0.9130799632,312.92851869,0.181,55446,119440,0.1101275874,0.9026221284,224.95136187,0.171,57120,121436,0.1101275874,0.9103820403
"934","KS","Edwards County",NA,0.285,49256,3030,1,0.51926243,171.17425539,0.302,46825,2938,1,0.6384590056,128.9847061,0.283,46962,2849,1,0.7128745473
"935","KS","Elk County",88.239001639,0.269,36471,2694,1,NA,0,0.276,40227,2547,1,0.2904233171,0,0.332,37360,2508,1,0.2904233171
"936","KS","Ellis County",333.8839075,0.256,49508,29013,0.2555883593,0.6988963869,335.38993372,0.237,52265,28893,0.2555883593,0.8324546605,293.70845571,0.265,53840,28710,0.2555883593,0.8988823281
"937","KS","Ellsworth County",209.87459993,0.332,46961,6392,0.5410189318,0.532399569,153.82248885,0.301,50403,6328,0.5410189318,0.6350623365,98.212531919,0.29,50261,6196,0.5410189318,0.636293674
"938","KS","Finney County",383.58335284,0.224,48609,37184,0.1858277137,0.7606591255,442.32336166,0.261,51812,36722,0.1858277137,0.7525288231,495.26996937,0.283,56206,36611,0.1858277137,0.750462258
"939","KS","Ford County",410.10754364,0.307,51144,34795,0.1929803829,0.8314819192,347.52389227,0.29,47175,33971,0.1929803829,0.8166804538,367.01737216,0.271,56052,33888,0.1929803829,0.7779780194
"940","KS","Franklin County",276.17245435,0.307,50745,25611,0.5210064635,0.5389735303,271.90020876,0.29,50155,25560,0.5210064635,0.5855263158,311.30080664,0.255,58033,25631,0.5210064635,0.6158433364
"941","KS","Geary County",498.8271339,0.264,41193,36713,0.1167277807,0.9462196613,451.84875519,0.26,46326,35586,0.1167277807,0.7422443397,484.20996621,0.232,50856,32594,0.1167277807,0.798905768
"942","KS","Gove County",224.46689113,0.259,50886,2727,1,0.0025974026,167.87912703,0.254,51445,2589,1,0.5944341373,NA,0.301,49626,2612,1,0.5858998145
"943","KS","Graham County",152.59409969,0.269,45341,2566,1,0.6291875241,153.62949686,0.299,42224,2564,1,0.7046592222,115.83011583,0.343,41906,2492,1,0.7046592222
"944","KS","Grant County",236.15738203,0.264,60279,7816,0.1979818623,0.777621663,267.42436905,0.249,58620,7646,0.1979818623,0.5152637629,191.68104274,0.286,61614,7336,0.1979818623,0.809809682
"945","KS","Gray County",71.452127075,0.248,58543,6082,1,0.2530802531,170.50767285,0.268,64274,6034,1,0.5304695305,156.64935279,0.298,65771,6033,1,0.4585414585
"946","KS","Greeley County",212.42697823,0.273,52795,1301,1,0.7225340818,77.439339184,0.27,47620,1296,1,0.0040096231,151.6875237,0.339,51606,1227,1,0.0040096231
"947","KS","Greenwood County",154.2442034,0.286,39732,6328,0.6126476304,0.5950067275,190.51542145,0.316,40518,6151,0.6126476304,0.6087606518,224.14345181,0.318,43083,6055,0.6126476304,0.5987442069
"948","KS","Hamilton County",NA,0.217,47709,2603,1,0.7888475836,305.57677617,0.262,49932,2536,1,0.8014869888,124.06947891,0.269,51559,2607,1,0.8026022305
"949","KS","Harper County",167.82196279,0.35,50525,5818,1,0.4161418628,365.28999553,0.375,42023,5685,1,0.7084852502,386.97928523,0.354,45570,5506,1,0.7028505138
"950","KS","Harvey County",359.65326725,0.266,55074,34820,0.3091915581,0.7370545496,398.51298273,0.252,56848,34913,0.3091915581,0.8611175182,383.60000583,0.255,57934,34210,0.3091915581,0.8487487026
"951","KS","Haskell County",232.18017181,0.279,59596,4106,1,0.4520676692,205.37124803,0.233,50514,4006,1,0.7368421053,160.35524855,0.289,60808,3997,1,0.4492481203
"952","KS","Hodgeman County",189.00343643,0.273,52394,1916,1,0.0146137787,101.40273787,0.262,51244,1870,1,0.5334029228,78.104660245,0.238,54058,1818,1,0.5349686848
"953","KS","Jackson County",203.84163073,0.3,53796,13539,0.7589511217,0.324320309,172.99656668,0.301,57869,13291,0.7589511217,0.3972663794,176.43756516,0.279,56330,13280,0.7589511217,0.4901946219
"954","KS","Jefferson County",200.31004511,0.231,56927,18855,0.9881836244,0.2270730942,211.80457498,0.26,62285,18897,0.9881836244,0.5467949388,198.65026668,0.245,69246,18975,0.9881836244,0.5337237269
"955","KS","Jewell County",NA,0.301,44101,3043,1,0.0201494963,NA,0.268,40940,2901,1,0.5255118622,NA,0.249,44271,2841,1,0.4439389015
"956","KS","Johnson County",164.67764639,0.178,76104,574272,0.0383366503,0.9858925096,142.40021818,0.179,80872,584451,0.0383366503,0.9511925304,157.02939009,0.175,87087,597555,0.0383366503,0.9464477681
"957","KS","Kearny County",299.47591714,0.265,53484,3915,1,0.8363087755,294.71202425,0.246,59254,3917,1,0.8667337189,242.47064829,0.241,63248,3943,1,0.6351521247
"958","KS","Kingman County",155.4001554,0.296,53378,7698,0.6210231611,0.448460168,189.70189702,0.286,59721,7467,0.6210231611,0.5562484093,179.19911779,0.325,56005,7310,0.6210231611,0.5276151693
"959","KS","Kiowa County",52.056220718,0.271,46318,2513,1,0.080689385,59.559261465,0.264,42976,2483,1,0.1907559734,39.200313603,0.297,64399,2516,1,0.1907559734
"960","KS","Labette County",507.91110017,0.325,40822,20960,0.523395196,0.6287314296,361.78880971,0.336,41103,20444,0.523395196,0.7025038182,425.97478036,0.328,44571,19964,0.523395196,0.6371546258
"961","KS","Lane County",151.83146707,0.262,53739,1687,1,NA,251.59667118,0.285,56677,1636,1,0.6782857143,208.02377415,0.315,59240,1560,1,0.02
"962","KS","Leavenworth County",455.51564371,0.261,65549,78797,0.2906319283,0.8549332914,429.7688552,0.258,67558,80204,0.2906319283,0.8454353444,416.86434513,0.251,70807,81352,0.2906319283,0.8225956682
"963","KS","Lincoln County",71.912882679,0.246,44896,3167,1,0.0092564023,31.539108495,0.22,42092,3073,1,0.2045664918,31.979533099,0.232,44439,3023,1,0.2045664918
"964","KS","Linn County",248.44720497,0.293,44520,9502,1,0.1985294118,233.65850809,0.339,44391,9558,1,0.6524440762,119.58861516,0.337,47153,9750,1,0.6357705054
"965","KS","Logan County",144.66546112,0.275,49852,2794,1,0.7565312046,143.03593778,0.265,48453,2831,1,0.7605224964,142.19694277,0.268,50267,2844,1,0.7605224964
"966","KS","Lyon County",265.72010147,0.23,43038,33212,0.2629860493,0.6144850104,143.1196013,0.249,43600,33510,0.2629860493,0.6998812704,175.00342398,0.231,47982,33406,0.2629860493,0.7094686851
"967","KS","McPherson County",201.41579995,0.251,57878,29241,0.4349554489,0.6332762166,169.52390048,0.253,56488,28804,0.4349554489,0.7890335846,145.75186633,0.215,58017,28537,0.4349554489,0.7697052776
"968","KS","Marion County",112.11061581,0.252,47723,12208,0.7776461295,0.305450237,83.881267419,0.305,51569,12112,0.7776461295,0.6867298578,99.536936859,0.288,51712,11950,0.7776461295,0.5227488152
"969","KS","Marshall County",118.27017021,0.262,47901,10006,0.7096965504,0.4016012652,129.87877981,0.272,48687,9836,0.7096965504,0.529702481,146.24306606,0.288,51066,9722,0.7096965504,0.504003163
"970","KS","Meade County",580.5674225,0.264,53903,4357,1,0.4107103825,768.55511638,0.251,57187,4216,1,0.4013114754,NA,0.307,67220,4146,1,0.6791256831
"971","KS","Miami County",182.43736317,0.261,63924,32822,0.5095007167,0.6524842163,187.29260398,0.268,67651,32964,0.5095007167,0.6518132187,204.12235063,0.295,71770,33680,0.5095007167,0.6218928234
"972","KS","Mitchell County",313.54860003,0.277,48645,6284,0.482975051,0.7169308018,328.09141306,0.258,49552,6243,0.482975051,0.7293268476,187.8736123,0.263,51514,6150,0.482975051,0.7911501648
"973","KS","Montgomery County",504.44210209,0.274,42221,34065,0.4342420569,0.7514307462,634.45837017,0.297,41281,32746,0.4342420569,0.7190944715,574.6295627,0.323,42479,32120,0.4342420569,0.7458769135
"974","KS","Morris County",168.52039097,0.293,44774,5698,1,0.5836569306,148.98005959,0.318,48093,5573,1,0.5159547527,106.53409091,0.309,49287,5521,1,0.5173054196
"975","KS","Morton County",334.66479542,0.326,55378,3110,1,0.8608103928,266.97620429,0.318,49717,2848,1,0.9282400247,411.8616145,0.314,53785,2667,1,0.9307145067
"976","KS","Nemaha County",140.58719676,0.277,54149,10148,0.7524071527,0.2697976027,128.10405991,0.316,55324,10241,0.7524071527,0.3833759088,117.95350666,0.311,59567,10155,0.7524071527,0.4084299469
"977","KS","Neosho County",235.59260602,0.29,41527,16416,0.4513687016,0.2283187984,246.17067834,0.297,42441,16146,0.4513687016,0.726623062,277.26432532,0.299,46176,15951,0.4513687016,0.7378270349
"978","KS","Ness County",149.41302028,0.267,51923,3105,1,0.4943675571,226.87986171,0.29,46439,2962,1,0.2146765369,165.70008285,0.282,51757,2840,1,0.2146765369
"979","KS","Norton County",99.753550053,0.255,44846,5560,0.4898606948,0.6226415094,106.67298803,0.235,45845,5493,0.4898606948,0.6411567625,89.968511021,0.287,47252,5430,0.4898606948,0.6411567625
"980","KS","Osage County",245.96299861,0.293,52749,15936,0.8353482663,0.394783676,171.41265454,0.291,54760,15843,0.8353482663,0.6492789199,144.11153563,0.291,53864,15941,0.8353482663,0.6158944461
"981","KS","Osborne County",123.20328542,0.296,38848,3756,1,0.3916537066,145.20813166,0.287,41967,3642,1,0.4738206325,134.26423201,0.303,46101,3475,1,0.4696734059
"982","KS","Ottawa County",212.74854758,0.297,52744,6065,1,0.461336398,99.222755085,0.287,52808,5920,1,0.4071581021,58.577405858,0.305,56451,5802,1,0.3608602857
"983","KS","Pawnee County",294.71882873,0.248,47351,6916,0.3167933458,0.5848271906,267.62246117,0.248,46961,6743,0.3167933458,0.6462067976,276.46416879,0.312,47039,6562,0.3167933458,0.6460633874
"984","KS","Phillips County",82.825533929,0.309,45856,5533,0.5375753279,NA,120.59089539,0.305,49386,5428,0.5375753279,0.5379298121,137.86764706,0.347,47405,5317,0.5375753279,0.3906416164
"985","KS","Pottawatomie County",213.78858338,0.247,65373,22897,0.5891501574,0.6694593594,220.90753658,0.239,64704,23661,0.5891501574,0.7628216997,230.36017998,0.263,69975,24277,0.5891501574,0.7433808554
"986","KS","Pratt County",340.22956904,0.244,54701,9850,0.322079536,0.6977009114,326.29754257,0.31,51419,9584,0.322079536,0.7979494615,193.98642095,0.278,52567,9378,0.322079536,0.7397473074
"987","KS","Rawlins County",92.360469719,0.323,44932,2584,1,0.5148868599,181.4646792,0.306,47377,2549,1,0.5903136165,215.43282413,0.282,46638,2508,1,0.5919015482
"988","KS","Reno County",440.31868713,0.27,46533,63794,0.3129853823,0.6083303623,438.43322166,0.283,46208,63220,0.3129853823,0.520980918,354.98032686,0.27,49341,62342,0.3129853823,0.6423865697
"989","KS","Republic County",107.20986331,0.351,42381,4803,1,0.4449799197,158.09733297,0.335,43921,4699,1,0.5524096386,169.38386619,0.299,48566,4664,1,0.4712851406
